"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
286,"skuff","word","furniture_rooms",0.02,0,0.01,0.04,0.09,0.14,0.19,0.27,0.32,0.44,0.54,0.58,0.64,0.69,0.72,0.77,0.82,0.84,0.84,0.88,0.89
287,"sofa","word","furniture_rooms",0.01,0.07,0.09,0.19,0.26,0.33,0.44,0.55,0.59,0.67,0.76,0.77,0.83,0.86,0.9,0.91,0.92,0.95,0.95,0.97,0.96
288,"soverom","word","furniture_rooms",0,0.01,0.01,0.03,0.05,0.08,0.14,0.22,0.27,0.38,0.47,0.52,0.59,0.61,0.67,0.69,0.78,0.83,0.83,0.83,0.86
289,"stol","word","furniture_rooms",0.07,0.17,0.26,0.33,0.46,0.51,0.61,0.7,0.71,0.8,0.85,0.88,0.89,0.91,0.92,0.93,0.95,0.96,0.95,0.99,0.95
290,"stue","word","furniture_rooms",0.01,0.02,0.06,0.11,0.17,0.24,0.31,0.44,0.49,0.58,0.68,0.7,0.77,0.79,0.84,0.86,0.92,0.91,0.91,0.96,0.96
291,"terrasse","word","furniture_rooms",0,0,0.01,0.01,0.01,0.03,0.03,0.07,0.11,0.17,0.2,0.28,0.31,0.32,0.35,0.4,0.5,0.51,0.52,0.52,0.59
292,"tørketrommel","word","furniture_rooms",0,0,0,0,0.01,0.01,0.03,0.05,0.08,0.12,0.16,0.19,0.24,0.27,0.32,0.3,0.38,0.4,0.41,0.49,0.5
293,"trapp","word","furniture_rooms",0.05,0.09,0.12,0.17,0.29,0.34,0.45,0.55,0.6,0.68,0.75,0.8,0.82,0.84,0.9,0.9,0.93,0.94,0.93,0.97,0.95
294,"TV","word","furniture_rooms",0.07,0.11,0.12,0.24,0.34,0.37,0.47,0.61,0.64,0.73,0.82,0.83,0.88,0.9,0.93,0.92,0.95,0.96,0.96,0.98,0.96
295,"vask","word","furniture_rooms",0.01,0.04,0.04,0.09,0.15,0.22,0.29,0.38,0.45,0.54,0.65,0.68,0.75,0.76,0.82,0.84,0.87,0.88,0.91,0.93,0.93
296,"vaskemaskin","word","furniture_rooms",0,0.01,0.02,0.05,0.04,0.12,0.19,0.23,0.29,0.4,0.48,0.54,0.62,0.64,0.72,0.74,0.78,0.84,0.83,0.87,0.89
297,"vindu","word","furniture_rooms",0.02,0.05,0.06,0.13,0.18,0.24,0.32,0.43,0.49,0.61,0.7,0.73,0.79,0.84,0.86,0.88,0.9,0.93,0.92,0.94,0.96
298,"badebasseng","word","outside",0.02,0.01,0.01,0.04,0.06,0.06,0.12,0.16,0.21,0.32,0.4,0.46,0.53,0.56,0.61,0.68,0.74,0.75,0.79,0.81,0.88
299,"bakgård","word","outside",0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.06,0.06,0.05,0.1,0.12,0.12,0.14,0.11
300,"blomst","word","outside",0.15,0.23,0.25,0.36,0.52,0.53,0.63,0.7,0.74,0.81,0.84,0.87,0.88,0.91,0.94,0.93,0.95,0.97,0.95,0.98,0.96
301,"fjell","word","outside",0.01,0.01,0.02,0.05,0.09,0.12,0.19,0.24,0.34,0.42,0.52,0.54,0.63,0.67,0.72,0.75,0.83,0.83,0.87,0.88,0.91
302,"flagg","word","outside",0.02,0.02,0.04,0.09,0.13,0.17,0.23,0.34,0.45,0.55,0.6,0.68,0.75,0.77,0.81,0.86,0.89,0.91,0.92,0.93,0.95
303,"fortau","word","outside",0,0,0,0.01,0.02,0.02,0.02,0.04,0.1,0.15,0.2,0.24,0.27,0.32,0.38,0.4,0.47,0.5,0.55,0.62,0.63
304,"gress","word","outside",0.03,0.06,0.07,0.14,0.19,0.23,0.33,0.46,0.53,0.63,0.71,0.76,0.82,0.83,0.88,0.88,0.92,0.95,0.94,0.96,0.94
305,"gressklipper","word","outside",0,0,0.01,0.02,0.02,0.05,0.08,0.11,0.16,0.27,0.33,0.4,0.44,0.49,0.51,0.59,0.66,0.68,0.73,0.72,0.79
306,"himmel","word","outside",0.01,0.02,0.04,0.08,0.12,0.18,0.22,0.32,0.41,0.52,0.59,0.62,0.69,0.72,0.8,0.83,0.87,0.88,0.88,0.93,0.94
307,"huske (object)","word","outside",0.07,0.15,0.18,0.25,0.4,0.4,0.47,0.57,0.63,0.7,0.76,0.8,0.83,0.81,0.83,0.84,0.89,0.89,0.89,0.89,0.88
308,"kjelke","word","outside",0,0.01,0.02,0.03,0.03,0.07,0.09,0.14,0.16,0.24,0.28,0.33,0.38,0.41,0.48,0.5,0.54,0.57,0.64,0.64,0.64
309,"måne","word","outside",0.06,0.13,0.17,0.32,0.36,0.45,0.53,0.62,0.68,0.72,0.75,0.82,0.87,0.88,0.91,0.92,0.93,0.93,0.94,0.98,0.96
310,"pinne","word","outside",0.01,0.03,0.06,0.11,0.14,0.18,0.26,0.39,0.46,0.56,0.62,0.69,0.75,0.79,0.82,0.86,0.88,0.92,0.92,0.95,0.93
311,"regn","word","outside",0.01,0.04,0.1,0.16,0.24,0.29,0.41,0.47,0.57,0.69,0.77,0.82,0.86,0.89,0.9,0.9,0.93,0.96,0.95,0.98,0.96
312,"sandkasse","word","outside",0.01,0.03,0.04,0.11,0.15,0.18,0.27,0.36,0.42,0.56,0.65,0.71,0.77,0.79,0.83,0.85,0.91,0.9,0.91,0.95,0.94
313,"sklie","word","outside",0.04,0.08,0.12,0.18,0.31,0.34,0.43,0.55,0.6,0.7,0.74,0.77,0.82,0.82,0.86,0.87,0.9,0.91,0.91,0.92,0.9
314,"skyer","word","outside",0.01,0.01,0.02,0.06,0.09,0.12,0.19,0.28,0.36,0.44,0.5,0.57,0.64,0.67,0.75,0.75,0.82,0.84,0.88,0.91,0.92
315,"snø","word","outside",0.06,0.14,0.18,0.32,0.41,0.49,0.57,0.68,0.69,0.79,0.82,0.83,0.89,0.92,0.93,0.95,0.96,0.97,0.97,0.99,0.97
316,"snømann","word","outside",0.01,0,0.01,0.05,0.09,0.16,0.22,0.33,0.39,0.49,0.56,0.6,0.67,0.75,0.79,0.82,0.88,0.87,0.89,0.92,0.93
317,"sol","word","outside",0.08,0.11,0.17,0.27,0.37,0.45,0.55,0.62,0.71,0.78,0.84,0.85,0.9,0.9,0.92,0.94,0.96,0.97,0.96,0.99,0.98
318,"spade","word","outside",0.05,0.13,0.19,0.27,0.37,0.44,0.52,0.62,0.66,0.75,0.8,0.82,0.87,0.87,0.91,0.93,0.94,0.96,0.95,0.97,0.95
319,"steiner","word","outside",0.02,0.1,0.14,0.17,0.25,0.31,0.44,0.55,0.61,0.7,0.76,0.8,0.85,0.85,0.9,0.91,0.93,0.95,0.94,0.97,0.94
320,"stige","word","outside",0.01,0,0.03,0.04,0.04,0.06,0.11,0.18,0.26,0.34,0.41,0.48,0.54,0.57,0.63,0.7,0.74,0.76,0.82,0.83,0.88
321,"stjerner","word","outside",0.01,0.06,0.06,0.16,0.17,0.24,0.33,0.41,0.48,0.56,0.61,0.67,0.71,0.76,0.83,0.84,0.86,0.88,0.89,0.93,0.92
322,"tak","word","outside",0.02,0.04,0.08,0.09,0.18,0.19,0.29,0.36,0.45,0.54,0.62,0.66,0.74,0.77,0.83,0.86,0.87,0.91,0.91,0.95,0.94
323,"trampoline","word","outside",0.01,0,0.02,0.04,0.08,0.08,0.13,0.18,0.24,0.38,0.44,0.51,0.55,0.62,0.66,0.73,0.74,0.77,0.82,0.85,0.85
324,"tre","word","outside",0.04,0.09,0.08,0.17,0.23,0.28,0.39,0.5,0.56,0.63,0.73,0.75,0.8,0.84,0.88,0.89,0.91,0.93,0.95,0.96,0.94
325,"vann (not beverage)","word","outside",0.13,0.24,0.29,0.45,0.57,0.61,0.7,0.79,0.79,0.87,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.97
326,"vannslange","word","outside",0,0,0.01,0.03,0.01,0.02,0.05,0.06,0.09,0.17,0.24,0.28,0.32,0.39,0.44,0.5,0.57,0.62,0.67,0.69,0.77
327,"vei","word","outside",0.01,0.03,0.03,0.08,0.13,0.17,0.29,0.38,0.49,0.57,0.69,0.7,0.78,0.82,0.85,0.88,0.91,0.93,0.93,0.96,0.95
328,"vind","word","outside",0.01,0.03,0.04,0.07,0.09,0.15,0.18,0.26,0.31,0.39,0.48,0.53,0.59,0.62,0.7,0.72,0.76,0.78,0.8,0.84,0.86
329,"bensinstasjon","word","places",0,0,0,0.01,0.02,0.02,0.03,0.06,0.11,0.16,0.23,0.3,0.35,0.38,0.43,0.48,0.58,0.57,0.66,0.69,0.69
330,"bondegård","word","places",0,0,0.02,0.02,0.02,0.03,0.06,0.1,0.13,0.2,0.29,0.3,0.35,0.4,0.42,0.48,0.6,0.57,0.62,0.66,0.66
331,"butikk","word","places",0.06,0.08,0.11,0.2,0.28,0.34,0.43,0.58,0.64,0.74,0.8,0.84,0.88,0.88,0.92,0.93,0.96,0.96,0.97,0.97,0.96
332,"byen","word","places",0,0.02,0.01,0.05,0.08,0.09,0.14,0.18,0.26,0.32,0.38,0.43,0.53,0.54,0.64,0.63,0.72,0.71,0.74,0.77,0.79
333,"campingplass","word","places",0,0,0,0,0,0,0.01,0.02,0.03,0.03,0.07,0.09,0.1,0.12,0.17,0.15,0.22,0.22,0.28,0.29,0.32
334,"dyrehage","word","places",0,0,0.01,0.01,0.02,0.01,0.05,0.05,0.07,0.15,0.18,0.22,0.26,0.32,0.4,0.39,0.5,0.46,0.58,0.62,0.61
335,"fest","word","places",0,0.01,0.01,0.03,0.05,0.06,0.08,0.15,0.17,0.27,0.31,0.34,0.4,0.42,0.53,0.52,0.64,0.6,0.67,0.72,0.74
336,"hage","word","places",0.01,0.01,0.02,0.07,0.09,0.12,0.2,0.28,0.33,0.47,0.54,0.56,0.66,0.64,0.73,0.77,0.81,0.81,0.85,0.86,0.85
337,"hjem","word","places",0.09,0.1,0.17,0.25,0.36,0.4,0.49,0.63,0.69,0.75,0.82,0.85,0.89,0.89,0.92,0.93,0.96,0.95,0.95,0.95,0.94
338,"hus","word","places",0.08,0.17,0.2,0.31,0.46,0.45,0.58,0.64,0.68,0.78,0.81,0.85,0.87,0.88,0.92,0.94,0.96,0.95,0.96,0.96,0.93
339,"jobb","word","places",0.02,0.03,0.08,0.15,0.26,0.31,0.4,0.52,0.58,0.67,0.76,0.79,0.83,0.87,0.91,0.91,0.95,0.95,0.94,0.94,0.94
340,"kino","word","places",0,0,0.01,0.01,0.01,0.01,0.02,0.05,0.07,0.09,0.15,0.17,0.22,0.25,0.35,0.35,0.45,0.47,0.55,0.61,0.54
341,"kirke","word","places",0.01,0,0,0.02,0.03,0.03,0.06,0.08,0.11,0.19,0.27,0.28,0.36,0.35,0.44,0.48,0.54,0.58,0.63,0.65,0.7
342,"landet","word","places",0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.08,0.12,0.14,0.17,0.21,0.18,0.25,0.26,0.32,0.36,0.34
343,"lekeplass","word","places",0.02,0.02,0.02,0.04,0.07,0.12,0.2,0.27,0.33,0.45,0.54,0.57,0.65,0.65,0.76,0.76,0.81,0.83,0.86,0.89,0.88
344,"park","word","places",0,0,0.01,0.02,0.02,0.03,0.07,0.06,0.11,0.16,0.2,0.25,0.28,0.33,0.42,0.38,0.46,0.47,0.55,0.54,0.52
345,"sirkus","word","places",0,0,0,0,0.01,0.01,0.02,0.03,0.07,0.11,0.14,0.16,0.21,0.23,0.33,0.31,0.42,0.46,0.5,0.53,0.54
346,"skogen","word","places",0.01,0.01,0.03,0.07,0.09,0.13,0.2,0.31,0.36,0.46,0.56,0.62,0.68,0.7,0.79,0.8,0.86,0.89,0.9,0.91,0.94
347,"skole","word","places",0.01,0,0.01,0.06,0.1,0.1,0.17,0.19,0.29,0.4,0.5,0.51,0.62,0.65,0.72,0.76,0.84,0.86,0.86,0.87,0.89
348,"strand","word","places",0.01,0,0.01,0.02,0.03,0.04,0.09,0.11,0.16,0.25,0.33,0.39,0.44,0.5,0.57,0.61,0.69,0.72,0.77,0.83,0.82
349,"svømmehall","word","places",0,0,0.01,0.02,0.02,0.02,0.07,0.07,0.11,0.16,0.21,0.22,0.27,0.3,0.38,0.38,0.47,0.47,0.51,0.55,0.56
350,"ut","word","places",0.26,0.4,0.45,0.55,0.67,0.71,0.76,0.82,0.86,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.97,0.97,0.96,0.97,0.95
351,"baby","word","people",0.4,0.5,0.62,0.7,0.77,0.82,0.85,0.87,0.89,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.98,0.97,0.98,0.97,0.97
352,"barn","word","people",0.01,0.05,0.08,0.14,0.18,0.18,0.25,0.31,0.41,0.5,0.55,0.61,0.65,0.69,0.74,0.74,0.8,0.81,0.83,0.86,0.86
353,"barnets navn","word","people",0.21,0.28,0.42,0.48,0.59,0.63,0.71,0.76,0.82,0.84,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.94,0.97,0.97,0.96
354,"barnevaktens navn","word","people",0.08,0.11,0.16,0.16,0.28,0.28,0.36,0.39,0.44,0.53,0.55,0.6,0.62,0.61,0.68,0.7,0.73,0.74,0.77,0.77,0.74
355,"bestefar","word","people",0.11,0.17,0.2,0.3,0.4,0.43,0.45,0.54,0.58,0.62,0.69,0.66,0.72,0.74,0.76,0.74,0.79,0.8,0.83,0.8,0.83
356,"bestemor","word","people",0.16,0.16,0.19,0.27,0.38,0.4,0.43,0.49,0.55,0.61,0.66,0.62,0.7,0.71,0.76,0.73,0.79,0.8,0.81,0.78,0.83
357,"bonde","word","people",0.01,0,0.01,0.02,0.04,0.03,0.06,0.08,0.11,0.15,0.23,0.23,0.24,0.31,0.34,0.36,0.43,0.41,0.5,0.51,0.54
358,"brannmann","word","people",0.01,0,0.01,0.05,0.06,0.09,0.16,0.2,0.3,0.4,0.44,0.52,0.58,0.62,0.66,0.72,0.77,0.8,0.84,0.83,0.85
359,"bror","word","people",0.09,0.14,0.13,0.19,0.21,0.2,0.25,0.29,0.37,0.45,0.48,0.53,0.59,0.62,0.69,0.7,0.8,0.77,0.84,0.82,0.82
360,"cowboy","word","people",0,0,0,0,0.01,0.01,0.02,0.04,0.04,0.08,0.09,0.13,0.13,0.17,0.23,0.19,0.29,0.29,0.36,0.37,0.38
361,"dame","word","people",0.06,0.13,0.16,0.28,0.37,0.43,0.52,0.63,0.66,0.76,0.77,0.82,0.85,0.87,0.91,0.88,0.93,0.94,0.94,0.94,0.95
362,"doktor","word","people",0.01,0.02,0.03,0.04,0.06,0.08,0.13,0.19,0.26,0.39,0.46,0.51,0.57,0.61,0.68,0.71,0.8,0.8,0.82,0.85,0.88
363,"farfar","word","people",0.04,0.12,0.16,0.2,0.25,0.3,0.34,0.38,0.42,0.45,0.52,0.54,0.57,0.53,0.61,0.6,0.63,0.64,0.67,0.69,0.66
364,"farmor","word","people",0.05,0.09,0.14,0.18,0.25,0.28,0.34,0.4,0.46,0.48,0.55,0.61,0.59,0.59,0.63,0.63,0.68,0.66,0.7,0.74,0.71
365,"folk","word","people",0,0,0.01,0.02,0.03,0.03,0.06,0.08,0.11,0.18,0.25,0.29,0.32,0.32,0.42,0.44,0.49,0.53,0.58,0.58,0.7
366,"gutt","word","people",0.07,0.11,0.15,0.28,0.38,0.42,0.53,0.62,0.68,0.76,0.81,0.85,0.87,0.9,0.9,0.91,0.94,0.96,0.97,0.96,0.96
367,"helsesøster","word","people",0,0,0,0.01,0,0.01,0.02,0.01,0.04,0.07,0.1,0.13,0.16,0.19,0.2,0.21,0.27,0.26,0.3,0.32,0.33
368,"jente","word","people",0.06,0.1,0.1,0.21,0.35,0.35,0.44,0.57,0.62,0.71,0.76,0.8,0.83,0.86,0.89,0.88,0.94,0.94,0.95,0.96,0.96
369,"klovn","word","people",0.01,0,0.01,0.01,0.03,0.04,0.09,0.11,0.15,0.22,0.27,0.32,0.38,0.4,0.47,0.46,0.57,0.61,0.67,0.68,0.72
370,"lærer","word","people",0,0,0,0,0.01,0.01,0.03,0.03,0.05,0.07,0.11,0.12,0.17,0.19,0.25,0.26,0.32,0.35,0.4,0.47,0.43
371,"mamma/mor","word","people",0.9,0.88,0.96,0.96,0.98,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.97,0.99,0.98,0.99,0.98,0.99,0.98,0.97
372,"mann","word","people",0.11,0.16,0.25,0.4,0.45,0.55,0.62,0.7,0.76,0.82,0.85,0.88,0.89,0.91,0.93,0.9,0.94,0.95,0.96,0.96,0.95
373,"mennesker","word","people",0,0,0,0.01,0.01,0.02,0.05,0.08,0.1,0.17,0.2,0.26,0.32,0.35,0.4,0.43,0.56,0.55,0.62,0.64,0.66
374,"morfar","word","people",0.06,0.11,0.17,0.26,0.26,0.3,0.38,0.41,0.44,0.51,0.53,0.54,0.58,0.54,0.59,0.61,0.61,0.62,0.67,0.68,0.66
375,"mormor","word","people",0.14,0.28,0.33,0.43,0.47,0.51,0.59,0.61,0.62,0.7,0.69,0.7,0.73,0.7,0.75,0.76,0.74,0.76,0.81,0.79,0.79
376,"navn på kjæledyr","word","people",0.18,0.18,0.22,0.25,0.37,0.35,0.44,0.45,0.5,0.55,0.63,0.66,0.66,0.64,0.74,0.72,0.75,0.75,0.84,0.79,0.79
377,"oldefar","word","people",0.01,0.02,0.01,0.04,0.09,0.09,0.12,0.16,0.21,0.21,0.28,0.32,0.34,0.32,0.37,0.36,0.44,0.48,0.45,0.46,0.45
378,"oldemor","word","people",0.01,0.05,0.06,0.08,0.14,0.15,0.23,0.27,0.33,0.35,0.44,0.48,0.48,0.47,0.53,0.55,0.62,0.62,0.62,0.64,0.63
379,"onkel","word","people",0.04,0.14,0.18,0.22,0.3,0.37,0.47,0.54,0.61,0.65,0.74,0.77,0.79,0.82,0.87,0.84,0.9,0.87,0.91,0.91,0.93
380,"pappa/far","word","people",0.88,0.85,0.93,0.93,0.95,0.94,0.95,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.96
381,"politi","word","people",0,0,0.01,0.04,0.05,0.09,0.15,0.22,0.29,0.4,0.47,0.52,0.62,0.66,0.73,0.76,0.81,0.85,0.9,0.86,0.88
382,"postbud","word","people",0,0,0.01,0.02,0.02,0.04,0.06,0.09,0.12,0.19,0.24,0.26,0.31,0.34,0.41,0.4,0.51,0.54,0.55,0.57,0.61
383,"søster","word","people",0.08,0.1,0.13,0.14,0.15,0.17,0.2,0.23,0.31,0.4,0.47,0.49,0.52,0.59,0.61,0.67,0.75,0.76,0.79,0.81,0.8
384,"tante","word","people",0.17,0.24,0.29,0.37,0.48,0.48,0.58,0.6,0.7,0.72,0.78,0.81,0.83,0.86,0.88,0.87,0.89,0.9,0.92,0.92,0.93
385,"venn","word","people",0.01,0.02,0.02,0.03,0.06,0.08,0.13,0.17,0.23,0.29,0.39,0.38,0.49,0.49,0.59,0.59,0.71,0.73,0.79,0.81,0.86
386,"venninne","word","people",0.01,0.01,0.03,0.03,0.04,0.02,0.05,0.05,0.07,0.09,0.13,0.15,0.2,0.19,0.27,0.27,0.37,0.34,0.4,0.46,0.48
387,"”kommer og tar deg” lek","word","games_routines",0.17,0.19,0.23,0.29,0.35,0.35,0.47,0.52,0.57,0.67,0.72,0.76,0.79,0.82,0.83,0.84,0.86,0.88,0.89,0.91,0.87
388,"bade","word","games_routines",0.49,0.54,0.61,0.69,0.77,0.82,0.86,0.89,0.92,0.94,0.96,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.96
389,"frokost","word","games_routines",0.04,0.07,0.08,0.14,0.21,0.25,0.33,0.46,0.49,0.59,0.68,0.71,0.77,0.81,0.85,0.86,0.9,0.93,0.93,0.94,0.94
390,"gå på do","word","games_routines",0.04,0.07,0.12,0.2,0.26,0.31,0.44,0.48,0.56,0.63,0.71,0.76,0.79,0.79,0.82,0.85,0.89,0.88,0.9,0.95,0.93
391,"god natt","word","games_routines",0.29,0.37,0.45,0.55,0.65,0.71,0.75,0.82,0.86,0.89,0.92,0.93,0.95,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.96
392,"ha det","word","games_routines",0.72,0.77,0.86,0.86,0.91,0.94,0.93,0.96,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.97
393,"hallo","word","games_routines",0.32,0.39,0.45,0.53,0.62,0.66,0.72,0.77,0.8,0.83,0.86,0.89,0.87,0.89,0.91,0.92,0.94,0.94,0.95,0.94,0.93
394,"handle","word","games_routines",0.01,0.01,0.03,0.04,0.08,0.1,0.18,0.23,0.29,0.4,0.48,0.52,0.59,0.61,0.71,0.74,0.78,0.8,0.81,0.82,0.88
395,"hei","word","games_routines",0.82,0.87,0.9,0.94,0.93,0.95,0.95,0.96,0.95,0.97,0.97,0.96,0.98,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.97
396,"hysj","word","games_routines",0.32,0.42,0.51,0.59,0.71,0.71,0.75,0.78,0.81,0.86,0.88,0.9,0.93,0.92,0.94,0.94,0.95,0.97,0.97,0.96,0.96
397,"ikke (routine)","word","games_routines",0.11,0.25,0.27,0.36,0.51,0.57,0.64,0.75,0.79,0.85,0.87,0.9,0.93,0.94,0.95,0.94,0.97,0.97,0.97,0.98,0.97
398,"ja","word","games_routines",0.61,0.75,0.8,0.87,0.89,0.91,0.92,0.93,0.96,0.97,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.96
399,"jo","word","games_routines",0.12,0.16,0.17,0.25,0.31,0.35,0.43,0.48,0.57,0.63,0.68,0.71,0.74,0.78,0.78,0.82,0.84,0.88,0.88,0.9,0.89
400,"klappe kake","word","games_routines",0.15,0.19,0.26,0.31,0.39,0.35,0.45,0.47,0.52,0.59,0.64,0.67,0.68,0.72,0.72,0.7,0.75,0.76,0.78,0.82,0.79
401,"kveldsmat","word","games_routines",0.02,0.04,0.04,0.06,0.09,0.14,0.2,0.27,0.31,0.43,0.52,0.54,0.63,0.69,0.74,0.74,0.78,0.82,0.85,0.84,0.89
402,"Borte! (lek hvor ansikt gjemmes og plutselig vises)","word","games_routines",0.52,0.62,0.63,0.74,0.77,0.8,0.81,0.85,0.86,0.88,0.89,0.9,0.9,0.92,0.91,0.92,0.92,0.9,0.92,0.91,0.9
403,"lunsj","word","games_routines",0.02,0.02,0.01,0.04,0.06,0.11,0.13,0.18,0.23,0.3,0.39,0.39,0.48,0.54,0.57,0.58,0.66,0.66,0.73,0.72,0.76
404,"middag","word","games_routines",0.07,0.09,0.14,0.2,0.31,0.38,0.47,0.57,0.61,0.73,0.78,0.81,0.86,0.87,0.91,0.91,0.94,0.95,0.94,0.97,0.96
405,"nei","word","games_routines",0.75,0.83,0.9,0.93,0.93,0.96,0.98,0.97,0.98,0.98,0.99,1,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98
406,"ringe","word","games_routines",0.06,0.11,0.14,0.24,0.31,0.34,0.45,0.53,0.61,0.68,0.77,0.8,0.85,0.87,0.87,0.89,0.93,0.93,0.94,0.96,0.95
407,"snurre rundt","word","games_routines",0.05,0.09,0.1,0.17,0.17,0.2,0.29,0.34,0.4,0.46,0.57,0.59,0.67,0.67,0.74,0.73,0.79,0.83,0.86,0.86,0.86
408,"sovetid","word","games_routines",0.03,0.05,0.07,0.09,0.13,0.17,0.24,0.24,0.32,0.41,0.48,0.51,0.57,0.6,0.64,0.64,0.7,0.72,0.74,0.78,0.81
409,"sååå stor","word","games_routines",0.25,0.34,0.31,0.43,0.48,0.5,0.59,0.62,0.65,0.72,0.75,0.74,0.78,0.8,0.83,0.83,0.88,0.85,0.89,0.87,0.87
410,"takk","word","games_routines",0.69,0.7,0.78,0.81,0.86,0.89,0.91,0.92,0.94,0.96,0.96,0.97,0.98,0.97,0.98,0.98,0.99,0.99,0.99,0.98,0.97
411,"vær så snill","word","games_routines",0.02,0.01,0.03,0.04,0.07,0.11,0.16,0.2,0.29,0.39,0.48,0.53,0.62,0.62,0.74,0.75,0.82,0.82,0.85,0.89,0.88
412,"vent","word","games_routines",0.01,0.04,0.05,0.08,0.12,0.19,0.27,0.34,0.43,0.54,0.65,0.67,0.74,0.78,0.82,0.85,0.89,0.91,0.92,0.92,0.93
413,"vil","word","games_routines",0.04,0.09,0.09,0.14,0.25,0.3,0.38,0.51,0.6,0.68,0.76,0.8,0.85,0.86,0.9,0.9,0.92,0.95,0.96,0.96,0.95
414,"jobbe","word","action_words",0.02,0.04,0.06,0.13,0.17,0.21,0.32,0.43,0.48,0.57,0.69,0.72,0.77,0.81,0.85,0.87,0.91,0.92,0.93,0.93,0.94
415,"bite","word","action_words",0.03,0.05,0.07,0.14,0.25,0.27,0.35,0.45,0.53,0.61,0.69,0.74,0.8,0.8,0.87,0.88,0.91,0.93,0.92,0.94,0.93
416,"blåse","word","action_words",0.04,0.13,0.15,0.22,0.31,0.39,0.47,0.58,0.63,0.7,0.77,0.79,0.87,0.86,0.88,0.89,0.94,0.95,0.93,0.95,0.93
417,"bråke","word","action_words",0.01,0.02,0.02,0.07,0.12,0.15,0.21,0.29,0.37,0.45,0.55,0.62,0.68,0.72,0.78,0.8,0.86,0.87,0.9,0.9,0.9
418,"bygge","word","action_words",0.01,0.05,0.06,0.14,0.23,0.26,0.36,0.43,0.52,0.59,0.73,0.74,0.8,0.83,0.84,0.84,0.9,0.92,0.93,0.94,0.93
419,"bære","word","action_words",0.04,0.07,0.11,0.16,0.28,0.32,0.43,0.52,0.57,0.65,0.76,0.77,0.81,0.83,0.88,0.88,0.9,0.93,0.94,0.94,0.94
420,"danse","word","action_words",0.06,0.17,0.21,0.29,0.37,0.46,0.58,0.69,0.7,0.76,0.83,0.83,0.88,0.89,0.92,0.9,0.94,0.96,0.94,0.96,0.96
421,"dele","word","action_words",0.01,0.02,0.02,0.06,0.08,0.14,0.24,0.32,0.41,0.47,0.58,0.61,0.73,0.73,0.77,0.79,0.82,0.88,0.88,0.89,0.91
422,"drikke (action)","word","action_words",0.16,0.24,0.29,0.38,0.56,0.59,0.69,0.74,0.81,0.83,0.89,0.89,0.93,0.93,0.94,0.95,0.97,0.97,0.97,0.98,0.97
423,"dytte","word","action_words",0.01,0.03,0.06,0.11,0.15,0.21,0.32,0.41,0.47,0.57,0.67,0.69,0.78,0.79,0.82,0.87,0.88,0.91,0.91,0.93,0.94
424,"elske","word","action_words",0.01,0,0.01,0.02,0.04,0.04,0.07,0.09,0.13,0.18,0.24,0.26,0.31,0.37,0.43,0.43,0.54,0.51,0.63,0.65,0.65
425,"fange","word","action_words",0,0,0.01,0.04,0.06,0.07,0.11,0.13,0.21,0.28,0.39,0.45,0.54,0.59,0.64,0.66,0.75,0.77,0.82,0.82,0.86
426,"falle","word","action_words",0.05,0.07,0.1,0.12,0.18,0.27,0.38,0.42,0.49,0.58,0.67,0.66,0.71,0.75,0.77,0.81,0.83,0.85,0.83,0.87,0.86
427,"finne","word","action_words",0.02,0.03,0.02,0.08,0.16,0.21,0.33,0.42,0.51,0.56,0.7,0.73,0.8,0.81,0.85,0.87,0.91,0.92,0.93,0.93,0.93
428,"forte seg","word","action_words",0.01,0.02,0.01,0.04,0.06,0.09,0.15,0.17,0.26,0.38,0.47,0.5,0.6,0.62,0.7,0.7,0.77,0.82,0.84,0.85,0.85
429,"få","word","action_words",0.08,0.14,0.18,0.27,0.35,0.42,0.54,0.63,0.68,0.76,0.81,0.86,0.89,0.91,0.91,0.93,0.95,0.97,0.96,0.95,0.95
430,"gi","word","action_words",0.01,0.04,0.02,0.05,0.08,0.11,0.19,0.25,0.3,0.41,0.51,0.55,0.66,0.69,0.74,0.77,0.84,0.85,0.88,0.9,0.88
