"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
142,"salami","word","food_drink",0,0,0.02,0.03,0.06,0.07,0.12,0.15,0.21,0.27,0.34,0.4,0.46,0.45,0.54,0.55,0.57,0.59,0.63,0.7,0.71
143,"salt","word","food_drink",0.01,0,0.03,0.03,0.07,0.07,0.13,0.18,0.21,0.3,0.38,0.43,0.49,0.52,0.6,0.6,0.66,0.68,0.72,0.76,0.75
144,"saus","word","food_drink",0,0.01,0.06,0.09,0.15,0.2,0.27,0.38,0.43,0.49,0.58,0.63,0.69,0.72,0.76,0.76,0.86,0.86,0.87,0.89,0.89
145,"sjokolade","word","food_drink",0.02,0.07,0.09,0.19,0.31,0.33,0.41,0.54,0.62,0.7,0.77,0.81,0.85,0.88,0.91,0.92,0.94,0.95,0.97,0.97,0.96
146,"smør","word","food_drink",0.02,0.06,0.09,0.16,0.25,0.33,0.44,0.52,0.6,0.67,0.74,0.8,0.84,0.85,0.89,0.91,0.92,0.94,0.93,0.96,0.95
147,"spagetti","word","food_drink",0.01,0.03,0.04,0.13,0.17,0.2,0.29,0.37,0.43,0.52,0.64,0.66,0.73,0.74,0.79,0.84,0.87,0.86,0.93,0.93,0.93
148,"sukkertøy","word","food_drink",0.01,0,0.01,0.01,0.03,0.04,0.05,0.09,0.11,0.17,0.2,0.24,0.28,0.3,0.37,0.35,0.45,0.42,0.5,0.49,0.52
149,"suppe","word","food_drink",0,0.03,0.06,0.1,0.14,0.22,0.3,0.36,0.4,0.5,0.61,0.64,0.7,0.73,0.77,0.81,0.84,0.86,0.89,0.9,0.89
150,"syltetøy","word","food_drink",0.02,0.04,0.08,0.15,0.2,0.24,0.34,0.47,0.54,0.64,0.7,0.72,0.8,0.81,0.86,0.88,0.9,0.91,0.94,0.93,0.94
151,"te","word","food_drink",0.01,0.03,0.05,0.1,0.14,0.13,0.25,0.32,0.34,0.41,0.46,0.52,0.59,0.61,0.66,0.69,0.7,0.7,0.77,0.79,0.76
152,"tran","word","food_drink",0.02,0.06,0.08,0.09,0.13,0.15,0.22,0.29,0.3,0.35,0.39,0.42,0.46,0.48,0.51,0.57,0.54,0.6,0.63,0.61,0.63
153,"tyggegummi","word","food_drink",0,0.01,0.02,0.03,0.05,0.09,0.12,0.16,0.23,0.3,0.37,0.44,0.5,0.51,0.57,0.63,0.68,0.69,0.76,0.76,0.78
154,"vafler","word","food_drink",0.02,0.04,0.07,0.13,0.19,0.23,0.3,0.41,0.46,0.57,0.64,0.71,0.76,0.79,0.84,0.85,0.91,0.91,0.93,0.93,0.94
155,"vann (beverage)","word","food_drink",0.25,0.37,0.41,0.54,0.64,0.7,0.76,0.84,0.84,0.88,0.92,0.93,0.95,0.95,0.94,0.97,0.97,0.97,0.98,0.98,0.97
156,"yoghurt","word","food_drink",0.13,0.2,0.28,0.42,0.52,0.56,0.64,0.73,0.76,0.82,0.86,0.9,0.92,0.92,0.94,0.94,0.96,0.96,0.96,0.98,0.96
157,"belte","word","clothing",0.01,0.03,0.05,0.06,0.1,0.12,0.17,0.25,0.31,0.36,0.44,0.49,0.53,0.54,0.64,0.61,0.7,0.72,0.77,0.79,0.83
158,"bleie","word","clothing",0.26,0.42,0.55,0.64,0.77,0.79,0.84,0.89,0.9,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.99,0.98,0.99,0.99,0.97
159,"bukse","word","clothing",0.13,0.19,0.34,0.43,0.58,0.63,0.71,0.81,0.83,0.88,0.91,0.92,0.94,0.95,0.95,0.95,0.98,0.97,0.98,0.98,0.97
160,"dress (ute)","word","clothing",0.03,0.09,0.13,0.22,0.33,0.38,0.49,0.6,0.61,0.69,0.74,0.77,0.84,0.86,0.87,0.88,0.92,0.94,0.94,0.96,0.94
161,"genser","word","clothing",0.04,0.1,0.18,0.3,0.39,0.43,0.56,0.68,0.71,0.78,0.83,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.98,0.96
162,"glidelås","word","clothing",0.01,0.02,0.04,0.06,0.09,0.13,0.19,0.27,0.33,0.43,0.48,0.56,0.59,0.59,0.66,0.68,0.75,0.76,0.78,0.84,0.86
163,"halskjede","word","clothing",0.01,0.03,0.03,0.03,0.08,0.11,0.16,0.2,0.21,0.3,0.34,0.4,0.39,0.38,0.43,0.42,0.53,0.5,0.52,0.53,0.51
164,"hansker","word","clothing",0,0.02,0.03,0.05,0.08,0.11,0.15,0.2,0.25,0.33,0.41,0.47,0.49,0.5,0.6,0.64,0.68,0.68,0.73,0.78,0.79
165,"jakke","word","clothing",0.13,0.21,0.35,0.46,0.58,0.63,0.69,0.78,0.82,0.85,0.89,0.92,0.94,0.94,0.96,0.96,0.97,0.97,0.97,0.99,0.97
166,"joggesko","word","clothing",0.01,0.02,0.01,0.04,0.08,0.06,0.11,0.18,0.27,0.37,0.4,0.52,0.54,0.57,0.63,0.64,0.69,0.73,0.79,0.8,0.83
167,"kjole","word","clothing",0.02,0.08,0.09,0.16,0.3,0.31,0.39,0.5,0.5,0.58,0.67,0.7,0.73,0.78,0.81,0.81,0.85,0.85,0.89,0.9,0.89
168,"knapper","word","clothing",0.06,0.08,0.14,0.19,0.28,0.31,0.4,0.52,0.53,0.61,0.68,0.75,0.75,0.77,0.8,0.82,0.88,0.86,0.9,0.93,0.92
169,"lue","word","clothing",0.15,0.28,0.41,0.53,0.65,0.69,0.75,0.82,0.87,0.88,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.96,0.98,0.99,0.96
170,"pysjamas","word","clothing",0.07,0.13,0.19,0.28,0.4,0.43,0.52,0.63,0.63,0.73,0.78,0.81,0.83,0.86,0.87,0.88,0.93,0.92,0.92,0.93,0.92
171,"regntøy","word","clothing",0,0,0.01,0.04,0.06,0.11,0.16,0.26,0.31,0.45,0.54,0.57,0.69,0.68,0.75,0.77,0.83,0.84,0.85,0.92,0.91
172,"sandaler","word","clothing",0.01,0.02,0.03,0.05,0.09,0.1,0.15,0.23,0.26,0.4,0.48,0.55,0.6,0.61,0.69,0.71,0.77,0.8,0.8,0.82,0.88
173,"shorts","word","clothing",0,0.01,0.03,0.03,0.07,0.07,0.11,0.16,0.23,0.3,0.41,0.45,0.55,0.57,0.66,0.71,0.74,0.74,0.83,0.85,0.86
174,"skjerf","word","clothing",0.01,0.04,0.06,0.1,0.15,0.17,0.25,0.34,0.37,0.45,0.53,0.54,0.61,0.62,0.7,0.71,0.79,0.81,0.83,0.86,0.84
175,"skjorte","word","clothing",0,0.02,0.02,0.04,0.07,0.1,0.16,0.2,0.26,0.36,0.4,0.44,0.52,0.55,0.62,0.65,0.69,0.7,0.78,0.77,0.82
176,"sko","word","clothing",0.37,0.49,0.64,0.67,0.79,0.83,0.84,0.91,0.92,0.93,0.95,0.96,0.95,0.96,0.97,0.97,0.99,0.98,0.98,0.99,0.97
177,"smekke","word","clothing",0.08,0.15,0.22,0.29,0.41,0.44,0.51,0.63,0.64,0.72,0.75,0.78,0.79,0.78,0.83,0.83,0.86,0.86,0.84,0.87,0.87
178,"smokk","word","clothing",0.2,0.36,0.38,0.49,0.61,0.63,0.67,0.74,0.77,0.79,0.83,0.84,0.88,0.9,0.89,0.88,0.92,0.91,0.93,0.94,0.9
179,"sokker","word","clothing",0.15,0.21,0.32,0.4,0.51,0.58,0.68,0.74,0.77,0.84,0.87,0.91,0.9,0.93,0.94,0.94,0.95,0.97,0.97,0.98,0.97
180,"støvler","word","clothing",0.01,0.08,0.11,0.19,0.26,0.33,0.47,0.54,0.61,0.71,0.76,0.81,0.84,0.87,0.9,0.92,0.94,0.95,0.96,0.97,0.95
181,"strømpebukse","word","clothing",0.01,0.06,0.1,0.14,0.22,0.27,0.37,0.47,0.53,0.63,0.69,0.73,0.77,0.77,0.85,0.85,0.9,0.93,0.94,0.94,0.95
182,"strømper","word","clothing",0.01,0.02,0.04,0.05,0.1,0.12,0.17,0.21,0.28,0.33,0.38,0.41,0.46,0.47,0.54,0.56,0.59,0.61,0.64,0.68,0.68
183,"t-skjorte","word","clothing",0,0.01,0.01,0.02,0.05,0.07,0.12,0.17,0.24,0.36,0.42,0.5,0.57,0.6,0.67,0.68,0.73,0.73,0.81,0.85,0.85
184,"tøfler","word","clothing",0.04,0.04,0.08,0.19,0.22,0.26,0.35,0.43,0.45,0.54,0.59,0.64,0.69,0.72,0.74,0.78,0.83,0.82,0.85,0.87,0.89
185,"underbukse","word","clothing",0.01,0,0.02,0.03,0.06,0.07,0.14,0.19,0.22,0.32,0.4,0.48,0.5,0.51,0.58,0.62,0.69,0.69,0.76,0.78,0.79
186,"votter","word","clothing",0.05,0.14,0.22,0.3,0.42,0.48,0.57,0.67,0.69,0.74,0.8,0.82,0.85,0.87,0.91,0.93,0.95,0.95,0.95,0.97,0.96
187,"ankel","word","body_parts",0,0,0.01,0,0.02,0.01,0.02,0.02,0.05,0.06,0.09,0.12,0.1,0.13,0.16,0.14,0.19,0.19,0.24,0.23,0.23
188,"ansikt","word","body_parts",0.01,0.04,0.06,0.12,0.19,0.23,0.31,0.42,0.5,0.58,0.7,0.72,0.78,0.81,0.83,0.86,0.89,0.92,0.92,0.95,0.94
189,"arm","word","body_parts",0.03,0.08,0.1,0.19,0.33,0.36,0.49,0.59,0.66,0.73,0.81,0.82,0.86,0.88,0.9,0.9,0.95,0.95,0.96,0.98,0.96
190,"bein","word","body_parts",0.01,0.03,0.08,0.16,0.28,0.31,0.39,0.49,0.54,0.64,0.72,0.71,0.77,0.78,0.84,0.84,0.89,0.9,0.89,0.91,0.9
191,"finger","word","body_parts",0.02,0.08,0.1,0.19,0.34,0.35,0.5,0.58,0.66,0.73,0.78,0.82,0.86,0.88,0.9,0.92,0.95,0.96,0.97,0.97,0.96
192,"fot","word","body_parts",0.09,0.19,0.28,0.34,0.46,0.52,0.62,0.7,0.76,0.81,0.86,0.87,0.9,0.92,0.92,0.93,0.94,0.95,0.95,0.97,0.96
193,"hake","word","body_parts",0.03,0.08,0.09,0.16,0.25,0.29,0.38,0.47,0.51,0.63,0.7,0.75,0.77,0.76,0.81,0.82,0.88,0.9,0.9,0.9,0.92
194,"hånd","word","body_parts",0.05,0.15,0.16,0.28,0.4,0.46,0.56,0.67,0.72,0.78,0.82,0.86,0.9,0.91,0.92,0.92,0.96,0.96,0.95,0.98,0.96
195,"hår","word","body_parts",0.09,0.19,0.26,0.33,0.49,0.54,0.65,0.74,0.79,0.83,0.87,0.88,0.91,0.94,0.95,0.96,0.96,0.96,0.97,0.98,0.96
196,"hode","word","body_parts",0.1,0.18,0.25,0.33,0.44,0.5,0.58,0.7,0.76,0.81,0.86,0.9,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.98,0.97
197,"kinn","word","body_parts",0.03,0.08,0.1,0.19,0.26,0.35,0.41,0.46,0.56,0.63,0.71,0.73,0.76,0.8,0.82,0.82,0.89,0.87,0.9,0.93,0.92
198,"kne","word","body_parts",0.02,0.03,0.07,0.11,0.18,0.21,0.31,0.36,0.47,0.55,0.62,0.69,0.72,0.75,0.81,0.81,0.87,0.87,0.9,0.92,0.92
199,"lepper","word","body_parts",0,0.01,0.02,0.04,0.08,0.1,0.14,0.2,0.24,0.34,0.4,0.45,0.5,0.52,0.62,0.63,0.7,0.73,0.77,0.78,0.81
200,"mage","word","body_parts",0.09,0.22,0.3,0.41,0.52,0.59,0.67,0.77,0.8,0.85,0.88,0.91,0.93,0.94,0.94,0.96,0.97,0.96,0.98,0.99,0.97
201,"munn","word","body_parts",0.15,0.27,0.34,0.47,0.62,0.65,0.73,0.79,0.83,0.89,0.89,0.91,0.92,0.94,0.95,0.95,0.97,0.97,0.98,0.99,0.96
202,"navle","word","body_parts",0.07,0.15,0.15,0.24,0.3,0.31,0.43,0.49,0.57,0.65,0.69,0.74,0.78,0.81,0.86,0.83,0.89,0.88,0.89,0.92,0.88
203,"nese","word","body_parts",0.2,0.4,0.49,0.55,0.7,0.73,0.77,0.86,0.86,0.9,0.92,0.94,0.94,0.96,0.96,0.96,0.97,0.97,0.98,0.99,0.97
204,"øre","word","body_parts",0.16,0.3,0.39,0.47,0.62,0.68,0.71,0.81,0.82,0.87,0.9,0.92,0.93,0.94,0.94,0.95,0.97,0.97,0.97,0.98,0.96
205,"øye","word","body_parts",0.22,0.4,0.5,0.56,0.71,0.71,0.77,0.83,0.86,0.9,0.93,0.94,0.94,0.96,0.96,0.96,0.97,0.97,0.99,0.98,0.97
206,"pupp","word","body_parts",0.18,0.24,0.31,0.36,0.5,0.46,0.55,0.63,0.63,0.72,0.74,0.78,0.8,0.82,0.88,0.85,0.88,0.89,0.92,0.92,0.92
207,"rumpe","word","body_parts",0.03,0.06,0.1,0.2,0.26,0.36,0.47,0.57,0.62,0.7,0.76,0.82,0.85,0.87,0.91,0.91,0.94,0.95,0.95,0.97,0.95
208,"rygg","word","body_parts",0.01,0.01,0.02,0.04,0.1,0.17,0.24,0.33,0.4,0.51,0.61,0.67,0.73,0.75,0.81,0.82,0.88,0.9,0.92,0.91,0.92
209,"skulder","word","body_parts",0,0,0.01,0.04,0.06,0.05,0.11,0.12,0.18,0.25,0.3,0.38,0.39,0.42,0.5,0.5,0.57,0.58,0.65,0.66,0.7
210,"tenner","word","body_parts",0.05,0.13,0.13,0.24,0.35,0.41,0.54,0.63,0.69,0.77,0.81,0.84,0.88,0.89,0.91,0.93,0.96,0.96,0.97,0.98,0.97
211,"tiss","word","body_parts",0.19,0.35,0.42,0.44,0.55,0.61,0.72,0.76,0.78,0.83,0.85,0.86,0.89,0.91,0.93,0.93,0.94,0.94,0.97,0.98,0.96
212,"tunge","word","body_parts",0.01,0.04,0.04,0.14,0.19,0.23,0.33,0.4,0.46,0.58,0.64,0.71,0.75,0.76,0.8,0.85,0.88,0.9,0.91,0.93,0.92
213,"tå","word","body_parts",0.06,0.17,0.21,0.25,0.35,0.41,0.52,0.61,0.64,0.69,0.74,0.79,0.81,0.82,0.87,0.86,0.92,0.9,0.94,0.95,0.94
214,"bilde","word","household",0.09,0.15,0.23,0.31,0.42,0.48,0.57,0.65,0.69,0.78,0.82,0.85,0.87,0.89,0.93,0.92,0.94,0.96,0.96,0.97,0.95
215,"boks","word","household",0.02,0.04,0.07,0.13,0.22,0.21,0.32,0.37,0.44,0.52,0.58,0.62,0.7,0.72,0.77,0.78,0.85,0.86,0.87,0.89,0.88
216,"børste","word","household",0.05,0.1,0.12,0.17,0.29,0.32,0.42,0.51,0.54,0.63,0.69,0.74,0.76,0.77,0.84,0.81,0.86,0.88,0.9,0.92,0.88
217,"bøtte","word","household",0.06,0.1,0.13,0.26,0.36,0.39,0.5,0.54,0.61,0.71,0.78,0.8,0.84,0.87,0.87,0.89,0.94,0.93,0.93,0.95,0.95
218,"brett","word","household",0,0,0.02,0.04,0.04,0.04,0.08,0.11,0.15,0.21,0.27,0.3,0.33,0.38,0.43,0.46,0.53,0.55,0.57,0.65,0.67
219,"briller","word","household",0.04,0.15,0.17,0.29,0.4,0.42,0.53,0.62,0.67,0.77,0.78,0.83,0.86,0.87,0.89,0.92,0.94,0.94,0.95,0.97,0.95
220,"dopapir","word","household",0.01,0.02,0.04,0.09,0.12,0.15,0.26,0.3,0.38,0.51,0.56,0.61,0.67,0.73,0.76,0.79,0.83,0.82,0.89,0.91,0.92
221,"dyne","word","household",0.04,0.08,0.16,0.26,0.37,0.4,0.55,0.62,0.7,0.77,0.83,0.84,0.87,0.9,0.92,0.92,0.95,0.95,0.96,0.97,0.95
222,"eske","word","household",0,0.03,0.04,0.06,0.12,0.12,0.19,0.26,0.32,0.4,0.5,0.52,0.59,0.61,0.68,0.72,0.74,0.77,0.79,0.83,0.81
223,"fat","word","household",0.02,0.04,0.09,0.1,0.17,0.2,0.25,0.3,0.34,0.36,0.45,0.51,0.52,0.54,0.57,0.6,0.68,0.67,0.7,0.74,0.75
224,"flaske","word","household",0.06,0.13,0.18,0.25,0.38,0.37,0.52,0.61,0.64,0.73,0.79,0.83,0.87,0.89,0.9,0.9,0.94,0.95,0.97,0.97,0.94
225,"gåbil","word","household",0,0.02,0.01,0.07,0.05,0.06,0.1,0.11,0.15,0.21,0.24,0.26,0.28,0.33,0.37,0.35,0.41,0.43,0.47,0.48,0.5
226,"gaffel","word","household",0.01,0.1,0.1,0.2,0.32,0.38,0.49,0.58,0.65,0.72,0.8,0.84,0.87,0.89,0.9,0.92,0.93,0.95,0.96,0.98,0.96
227,"glass","word","household",0.04,0.09,0.1,0.19,0.32,0.37,0.47,0.6,0.67,0.72,0.79,0.84,0.86,0.87,0.89,0.91,0.94,0.95,0.96,0.98,0.94
228,"hammer","word","household",0.01,0.03,0.02,0.09,0.09,0.16,0.23,0.29,0.35,0.47,0.51,0.58,0.65,0.67,0.74,0.77,0.81,0.82,0.86,0.88,0.89
229,"håndkle","word","household",0.01,0.03,0.04,0.08,0.12,0.17,0.28,0.37,0.41,0.55,0.62,0.67,0.72,0.72,0.81,0.81,0.87,0.89,0.9,0.92,0.9
230,"kam","word","household",0,0.02,0.04,0.06,0.09,0.1,0.17,0.22,0.27,0.31,0.39,0.43,0.48,0.49,0.54,0.55,0.64,0.66,0.71,0.74,0.74
231,"kamera","word","household",0,0,0.03,0.03,0.04,0.09,0.15,0.18,0.25,0.32,0.4,0.5,0.52,0.56,0.61,0.66,0.71,0.76,0.78,0.78,0.81
232,"kasse","word","household",0.01,0.02,0.03,0.07,0.11,0.11,0.2,0.25,0.3,0.41,0.5,0.51,0.6,0.61,0.65,0.69,0.74,0.8,0.81,0.83,0.89
233,"kjøkkenrull","word","household",0,0,0,0,0.01,0.01,0.03,0.03,0.04,0.06,0.08,0.12,0.16,0.13,0.2,0.19,0.27,0.27,0.28,0.28,0.3
234,"klokke","word","household",0.14,0.22,0.26,0.34,0.45,0.48,0.56,0.65,0.68,0.77,0.8,0.82,0.85,0.87,0.89,0.91,0.94,0.93,0.95,0.96,0.95
235,"kniv","word","household",0.01,0.08,0.07,0.19,0.28,0.35,0.45,0.56,0.63,0.71,0.78,0.82,0.87,0.9,0.91,0.91,0.94,0.95,0.96,0.97,0.96
236,"kopp","word","household",0.11,0.22,0.3,0.38,0.56,0.55,0.64,0.73,0.79,0.83,0.86,0.88,0.91,0.91,0.94,0.94,0.95,0.97,0.96,0.98,0.96
237,"kost","word","household",0.02,0.05,0.07,0.12,0.17,0.23,0.29,0.39,0.44,0.54,0.62,0.66,0.7,0.72,0.78,0.79,0.84,0.85,0.89,0.9,0.9
238,"krukke","word","household",0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.08,0.12,0.12,0.18,0.17,0.22,0.22,0.29,0.29,0.35,0.35,0.36
239,"krus","word","household",0,0,0.01,0.02,0.03,0.04,0.05,0.07,0.13,0.17,0.18,0.23,0.28,0.27,0.36,0.32,0.41,0.44,0.51,0.49,0.43
240,"lampe","word","household",0.04,0.09,0.1,0.19,0.22,0.27,0.37,0.47,0.5,0.6,0.67,0.72,0.75,0.77,0.83,0.84,0.87,0.89,0.91,0.93,0.92
241,"lommebok","word","household",0,0,0.01,0.03,0.06,0.05,0.12,0.19,0.26,0.33,0.4,0.44,0.5,0.52,0.62,0.61,0.69,0.72,0.73,0.76,0.76
242,"lys","word","household",0.35,0.46,0.51,0.59,0.68,0.7,0.77,0.84,0.84,0.88,0.9,0.92,0.94,0.92,0.95,0.95,0.96,0.96,0.97,0.98,0.95
243,"medisin","word","household",0.02,0.02,0.02,0.04,0.09,0.13,0.16,0.24,0.32,0.38,0.47,0.5,0.58,0.62,0.67,0.69,0.77,0.79,0.81,0.84,0.84
244,"nøkler","word","household",0.02,0.1,0.11,0.19,0.27,0.33,0.43,0.56,0.59,0.68,0.74,0.8,0.81,0.85,0.88,0.88,0.92,0.94,0.95,0.96,0.95
245,"papir","word","household",0.01,0.07,0.1,0.21,0.28,0.33,0.47,0.55,0.61,0.68,0.76,0.81,0.83,0.85,0.87,0.9,0.92,0.95,0.95,0.96,0.93
246,"penger","word","household",0.01,0.02,0.04,0.09,0.17,0.2,0.31,0.4,0.48,0.56,0.64,0.71,0.76,0.78,0.86,0.85,0.88,0.93,0.94,0.92,0.93
247,"plante","word","household",0.01,0.02,0.02,0.06,0.06,0.08,0.15,0.16,0.22,0.28,0.36,0.38,0.45,0.43,0.5,0.51,0.58,0.6,0.63,0.64,0.7
248,"pute","word","household",0.05,0.12,0.2,0.26,0.36,0.44,0.55,0.63,0.72,0.77,0.8,0.86,0.87,0.89,0.92,0.92,0.95,0.95,0.96,0.96,0.95
249,"radio","word","household",0,0.02,0.02,0.04,0.06,0.1,0.13,0.2,0.27,0.36,0.39,0.43,0.52,0.58,0.63,0.64,0.69,0.75,0.78,0.78,0.82
250,"saks","word","household",0.01,0.03,0.03,0.09,0.13,0.23,0.28,0.39,0.48,0.61,0.66,0.74,0.79,0.81,0.85,0.88,0.9,0.94,0.94,0.96,0.94
251,"såpe","word","household",0.01,0.08,0.11,0.17,0.3,0.35,0.46,0.57,0.63,0.72,0.78,0.83,0.87,0.87,0.91,0.91,0.94,0.96,0.96,0.97,0.96
252,"sekk","word","household",0.02,0.02,0.09,0.08,0.15,0.21,0.3,0.37,0.43,0.54,0.61,0.66,0.72,0.76,0.8,0.82,0.86,0.88,0.88,0.9,0.87
253,"serviett","word","household",0,0,0.01,0.02,0.04,0.06,0.1,0.13,0.19,0.29,0.35,0.41,0.48,0.51,0.6,0.58,0.66,0.69,0.72,0.74,0.77
254,"skål","word","household",0,0.01,0.03,0.06,0.12,0.15,0.2,0.23,0.28,0.35,0.42,0.48,0.56,0.56,0.62,0.63,0.75,0.74,0.77,0.79,0.82
255,"skje","word","household",0.08,0.2,0.26,0.34,0.5,0.53,0.62,0.7,0.73,0.8,0.84,0.88,0.9,0.91,0.92,0.93,0.95,0.95,0.96,0.98,0.95
256,"søppel","word","household",0.02,0.09,0.16,0.21,0.31,0.35,0.46,0.55,0.63,0.68,0.74,0.81,0.82,0.85,0.85,0.88,0.91,0.91,0.92,0.93,0.93
257,"søppelbøtte","word","household",0,0.02,0.03,0.03,0.06,0.1,0.17,0.22,0.29,0.37,0.42,0.5,0.53,0.56,0.64,0.66,0.75,0.74,0.78,0.78,0.84
258,"støvsuger","word","household",0.01,0.02,0.07,0.12,0.17,0.22,0.28,0.39,0.45,0.56,0.62,0.68,0.75,0.75,0.81,0.83,0.87,0.91,0.92,0.91,0.93
259,"tallerken","word","household",0,0.04,0.03,0.11,0.14,0.2,0.26,0.33,0.43,0.52,0.6,0.64,0.68,0.74,0.78,0.77,0.84,0.84,0.88,0.87,0.9
260,"tannbørste","word","household",0.06,0.1,0.13,0.2,0.3,0.34,0.44,0.55,0.57,0.67,0.75,0.8,0.84,0.87,0.89,0.92,0.93,0.94,0.95,0.96,0.95
261,"telefon","word","household",0.06,0.14,0.16,0.29,0.38,0.46,0.59,0.65,0.7,0.8,0.83,0.86,0.89,0.9,0.92,0.94,0.96,0.95,0.97,0.97,0.96
262,"teppe","word","household",0.03,0.07,0.12,0.19,0.26,0.33,0.44,0.54,0.56,0.67,0.72,0.76,0.81,0.82,0.87,0.88,0.93,0.92,0.93,0.95,0.92
263,"veske","word","household",0.02,0.04,0.07,0.14,0.19,0.24,0.35,0.42,0.49,0.58,0.65,0.68,0.76,0.76,0.82,0.83,0.9,0.9,0.91,0.92,0.92
264,"bad","word","furniture_rooms",0.26,0.36,0.4,0.51,0.59,0.63,0.71,0.77,0.79,0.84,0.87,0.89,0.9,0.92,0.93,0.93,0.95,0.97,0.95,0.98,0.97
265,"badekar","word","furniture_rooms",0.03,0.06,0.06,0.13,0.15,0.2,0.27,0.37,0.47,0.56,0.62,0.65,0.72,0.76,0.78,0.83,0.89,0.89,0.9,0.92,0.9
266,"balkong","word","furniture_rooms",0,0.01,0,0.01,0.02,0.02,0.02,0.04,0.07,0.08,0.1,0.15,0.16,0.18,0.19,0.21,0.28,0.27,0.28,0.3,0.27
267,"barneseng","word","furniture_rooms",0,0.01,0.02,0.03,0.03,0.05,0.08,0.11,0.15,0.19,0.27,0.31,0.32,0.36,0.43,0.47,0.54,0.54,0.62,0.6,0.64
268,"barnestol","word","furniture_rooms",0,0.01,0.02,0.04,0.04,0.06,0.1,0.11,0.16,0.23,0.3,0.33,0.37,0.39,0.47,0.51,0.56,0.58,0.63,0.65,0.67
269,"bord","word","furniture_rooms",0.03,0.08,0.14,0.24,0.37,0.41,0.53,0.63,0.67,0.75,0.82,0.84,0.87,0.9,0.93,0.93,0.95,0.97,0.95,0.98,0.96
270,"do","word","furniture_rooms",0.12,0.21,0.27,0.34,0.49,0.57,0.65,0.73,0.77,0.85,0.89,0.9,0.93,0.94,0.95,0.97,0.97,0.97,0.96,0.99,0.97
271,"dør","word","furniture_rooms",0.04,0.09,0.09,0.2,0.35,0.39,0.5,0.61,0.67,0.75,0.8,0.84,0.87,0.91,0.92,0.93,0.96,0.97,0.96,0.98,0.97
272,"dusj","word","furniture_rooms",0.13,0.2,0.3,0.42,0.49,0.59,0.65,0.75,0.76,0.82,0.85,0.87,0.91,0.94,0.93,0.95,0.95,0.97,0.95,0.96,0.97
273,"garasje","word","furniture_rooms",0,0.01,0.01,0.05,0.08,0.08,0.16,0.23,0.29,0.41,0.48,0.53,0.61,0.65,0.72,0.74,0.82,0.84,0.83,0.85,0.91
274,"gyngestol","word","furniture_rooms",0,0,0.01,0.01,0.02,0.02,0.06,0.04,0.09,0.13,0.17,0.2,0.21,0.25,0.31,0.31,0.38,0.4,0.44,0.44,0.45
275,"kjeller","word","furniture_rooms",0.01,0,0.02,0.03,0.05,0.08,0.13,0.19,0.24,0.35,0.41,0.44,0.52,0.56,0.61,0.64,0.72,0.74,0.79,0.79,0.81
276,"kjøkken","word","furniture_rooms",0.02,0.04,0.06,0.12,0.18,0.24,0.34,0.45,0.51,0.63,0.72,0.74,0.79,0.84,0.88,0.88,0.94,0.93,0.93,0.96,0.95
277,"kjøleskap","word","furniture_rooms",0.01,0.01,0.02,0.08,0.09,0.15,0.24,0.33,0.39,0.55,0.62,0.68,0.75,0.75,0.84,0.83,0.89,0.92,0.93,0.92,0.95
278,"komfyr","word","furniture_rooms",0,0,0.02,0.02,0.04,0.06,0.11,0.12,0.16,0.25,0.31,0.33,0.38,0.45,0.49,0.46,0.57,0.58,0.63,0.7,0.69
279,"lekegrind","word","furniture_rooms",0,0,0.01,0.01,0.01,0.01,0.02,0.03,0.07,0.1,0.14,0.16,0.19,0.22,0.26,0.26,0.34,0.34,0.37,0.45,0.48
280,"ovn","word","furniture_rooms",0.02,0.04,0.03,0.13,0.16,0.2,0.28,0.34,0.41,0.52,0.57,0.63,0.69,0.69,0.77,0.8,0.84,0.86,0.85,0.89,0.92
281,"PC","word","furniture_rooms",0,0.03,0.03,0.06,0.08,0.11,0.16,0.23,0.29,0.34,0.4,0.47,0.49,0.52,0.56,0.61,0.67,0.65,0.68,0.7,0.7
282,"potte","word","furniture_rooms",0.03,0.08,0.16,0.16,0.24,0.29,0.34,0.42,0.44,0.58,0.6,0.67,0.68,0.7,0.74,0.77,0.84,0.83,0.84,0.87,0.85
283,"rom","word","furniture_rooms",0.01,0.02,0.03,0.09,0.15,0.17,0.25,0.36,0.4,0.52,0.63,0.68,0.72,0.78,0.8,0.82,0.87,0.89,0.89,0.92,0.92
284,"seng","word","furniture_rooms",0.04,0.14,0.21,0.28,0.46,0.5,0.61,0.71,0.75,0.81,0.85,0.9,0.9,0.93,0.94,0.96,0.97,0.97,0.96,0.99,0.97
285,"skap","word","furniture_rooms",0.01,0.02,0.03,0.07,0.13,0.16,0.26,0.33,0.38,0.52,0.6,0.65,0.72,0.75,0.8,0.82,0.89,0.92,0.91,0.93,0.93
