item,itemID,type,choices,complexity_category,definition
ahah,item_1,ANIMALS (Real or toy),produces; doesn't produce,,ahah
baabaa,item_2,ANIMALS (Real or toy),produces; doesn't produce,,baabaa
bowwow,item_3,ANIMALS (Real or toy),produces; doesn't produce,,bowwow
choochoo,item_4,CLOTHES,produces; doesn't produce,,choochoo
cockadoodledoo,item_5,CLOTHES,produces; doesn't produce,,cockadoodledoo
grr,item_6,ANIMALS (Real or toy),produces; doesn't produce,,grr
meow,item_7,ANIMALS (Real or toy),produces; doesn't produce,,meow
moo,item_8,ANIMALS (Real or toy),produces; doesn't produce,,moo
ouch,item_9,OUTSIDE THINGS,produces; doesn't produce,,ouch
quackquack,item_10,ANIMALS (Real or toy),produces; doesn't produce,,quackquack
uhoh,item_11,ANIMALS (Real or toy),produces; doesn't produce,,uhoh
vroom,item_12,VEHICLES (Real or toy),produces; doesn't produce,,vroom
yumyum,item_13,ANIMALS (Real or toy),produces; doesn't produce,,yumyum
ainmhí,item_14,ANIMALS (Real or toy),produces; doesn't produce,,ainmhí
animal,item_15,ANIMALS (Real or toy),produces; doesn't produce,,animal
asal,item_16,ANIMALS (Real or toy),produces; doesn't produce,,asal
donkey,item_17,OUTSIDE THINGS,produces; doesn't produce,,donkey
beach,item_18,ANIMALS (Real or toy),produces; doesn't produce,,beach
bee,item_19,ANIMALS (Real or toy),produces; doesn't produce,,bee
bear,item_20,ANIMALS (Real or toy),produces; doesn't produce,,bear_béir
bó,item_21,OUTSIDE THINGS,produces; doesn't produce,,bó
cow,item_22,CLOTHES,produces; doesn't produce,,cow
bóindé,item_23,OUTSIDE THINGS,produces; doesn't produce,,bóindé
ladybird,item_24,ANIMALS (Real or toy),produces; doesn't produce,,ladybird
caora,item_25,CLOTHES,produces; doesn't produce,,caora
sheep,item_26,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,sheep
capallín,item_27,CLOTHES,produces; doesn't produce,,capallín
pony,item_28,OUTSIDE THINGS,produces; doesn't produce,,pony
capall,item_29,CLOTHES,produces; doesn't produce,,capall
horse,item_30,OUTSIDE THINGS,produces; doesn't produce,,horse
catie,item_31,CLOTHES,produces; doesn't produce,,catie
cearc,item_32,CLOTHES,produces; doesn't produce,,cearc
hen,item_33,ANIMALS (Real or toy),produces; doesn't produce,,hen
coileach,item_34,CLOTHES,produces; doesn't produce,,coileach
cock,item_35,CLOTHES,produces; doesn't produce,,cock
coileán,item_36,CLOTHES,produces; doesn't produce,,coileán
puppy,item_37,ANIMALS (Real or toy),produces; doesn't produce,,puppy
coinín,item_38,CLOTHES,produces; doesn't produce,,coinín
rabbit,item_39,ANIMALS (Real or toy),produces; doesn't produce,,rabbit
cuileog,item_40,CLOTHES,produces; doesn't produce,,cuileog
fly,item_41,ANIMALS (Real or toy),produces; doesn't produce,,fly
damhánalla,item_42,ANIMALS (Real or toy),produces; doesn't produce,,damhánalla
spider,item_43,ANIMALS (Real or toy),produces; doesn't produce,,spider
eala,item_44,ANIMALS (Real or toy),produces; doesn't produce,,eala
swan,item_45,ANIMALS (Real or toy),produces; doesn't produce,,swan
éan,item_46,ANIMALS (Real or toy),produces; doesn't produce,,éan
bird,item_47,ANIMALS (Real or toy),produces; doesn't produce,,bird
eilifint,item_48,ANIMALS (Real or toy),produces; doesn't produce,,eilifint_elephant
faoileán,item_49,ANIMALS (Real or toy),produces; doesn't produce,,faoileán
seagull,item_50,ANIMALS (Real or toy),produces; doesn't produce,,seagull
féileacán,item_51,ANIMALS (Real or toy),produces; doesn't produce,,féileacán_apeileacán
butterfly,item_52,ANIMALS (Real or toy),produces; doesn't produce,,butterfly
fia,item_53,ANIMALS (Real or toy),produces; doesn't produce,,fia
deer,item_54,ANIMALS (Real or toy),produces; doesn't produce,,deer
frogie,item_55,ANIMALS (Real or toy),produces; doesn't produce,,frogie
gabhar,item_56,ANIMALS (Real or toy),produces; doesn't produce,,gabhar
goat,item_57,OUTSIDE THINGS,produces; doesn't produce,,goat
gé,item_58,ANIMALS (Real or toy),produces; doesn't produce,,gé
goose,item_59,OUTSIDE THINGS,produces; doesn't produce,,goose
iasc,item_60,ANIMALS (Real or toy),produces; doesn't produce,,iasc
fish,item_61,ANIMALS (Real or toy),produces; doesn't produce,,fish
lacha,item_62,ANIMALS (Real or toy),produces; doesn't produce,,lacha
duck,item_63,ANIMALS (Real or toy),produces; doesn't produce,,duck
lao,item_64,ANIMALS (Real or toy),produces; doesn't produce,,lao_agamhainín
calf,item_65,CLOTHES,produces; doesn't produce,,calf
leon,item_66,ANIMALS (Real or toy),produces; doesn't produce,,leon
lion,item_67,ANIMALS (Real or toy),produces; doesn't produce,,lion
luch,item_68,ANIMALS (Real or toy),produces; doesn't produce,,luch
mouse,item_69,OUTSIDE THINGS,produces; doesn't produce,,mouse
mactíre,item_70,ANIMALS (Real or toy),produces; doesn't produce,,mactíre
wolf,item_71,OUTSIDE THINGS,produces; doesn't produce,,wolf
madrarua,item_72,ANIMALS (Real or toy),produces; doesn't produce,,madrarua_sionnach
fox,item_73,OUTSIDE THINGS,produces; doesn't produce,,fox
madra,item_74,ANIMALS (Real or toy),produces; doesn't produce,,madra_gadhar
dog,item_75,OUTSIDE THINGS,produces; doesn't produce,,dog
moncaí,item_76,OUTSIDE THINGS,produces; doesn't produce,,moncaí_monkey
muc,item_77,ANIMALS (Real or toy),produces; doesn't produce,,muc
pig,item_78,ANIMALS (Real or toy),produces; doesn't produce,,pig
nathair,item_79,ANIMALS (Real or toy),produces; doesn't produce,,nathair
snake,item_80,ANIMALS (Real or toy),produces; doesn't produce,,snake
piongain,item_81,ANIMALS (Real or toy),produces; doesn't produce,,piongain
penguin,item_82,ANIMALS (Real or toy),produces; doesn't produce,,penguin
piscín,item_83,ANIMALS (Real or toy),produces; doesn't produce,,piscín_acaitín
kitten,item_84,ANIMALS (Real or toy),produces; doesn't produce,,kitten_apussycat
préachán,item_85,ANIMALS (Real or toy),produces; doesn't produce,,préachán
crow,item_86,CLOTHES,produces; doesn't produce,,crow
séabra,item_87,ANIMALS (Real or toy),produces; doesn't produce,,séabra
zebra,item_88,ANIMALS (Real or toy),produces; doesn't produce,,zebra
seilide,item_89,ANIMALS (Real or toy),produces; doesn't produce,,seilide_seilmide
snail,item_90,ANIMALS (Real or toy),produces; doesn't produce,,snail
sicín,item_91,ANIMALS (Real or toy),produces; doesn't produce,,sicín
chicken,item_92,CLOTHES,produces; doesn't produce,,chicken
sioráf,item_93,ANIMALS (Real or toy),produces; doesn't produce,,sioráf
giraffe,item_94,ANIMALS (Real or toy),produces; doesn't produce,,giraffe
spideog,item_95,ANIMALS (Real or toy),produces; doesn't produce,,spideog
robin,item_96,OUTSIDE THINGS,produces; doesn't produce,,robin
teidí,item_97,TOYS,produces; doesn't produce,,teidí_teddybear
tíogar,item_98,TOYS,produces; doesn't produce,,tíogar
tiger,item_99,TOYS,produces; doesn't produce,,tiger
turcaí,item_100,TOYS,produces; doesn't produce,,turcaí_turkey
uan,item_101,ANIMALS (Real or toy),produces; doesn't produce,,uan
lamb,item_102,ANIMALS (Real or toy),produces; doesn't produce,,lamb
bád,item_103,VEHICLES (Real or toy),produces; doesn't produce,,bád
boat,item_104,VEHICLES (Real or toy),produces; doesn't produce,,boat
busie,item_105,VEHICLES (Real or toy),produces; doesn't produce,,busie
carr,item_106,VEHICLES (Real or toy),produces; doesn't produce,,carr_mótar_gluaisteán
car,item_107,VEHICLES (Real or toy),produces; doesn't produce,,car
eitleán,item_108,VEHICLES (Real or toy),produces; doesn't produce,,eitleán
aeroplane,item_109,VEHICLES (Real or toy),produces; doesn't produce,,aeroplane
gluaisrothar,item_110,VEHICLES (Real or toy),produces; doesn't produce,,gluaisrothar
motorbike,item_111,VEHICLES (Real or toy),produces; doesn't produce,,motorbike
héileacaptar,item_112,VEHICLES (Real or toy),produces; doesn't produce,,héileacaptar_helicopter
jeepie,item_113,VEHICLES (Real or toy),produces; doesn't produce,,jeepie
leoraí,item_114,VEHICLES (Real or toy),produces; doesn't produce,,leoraí_lorry
long,item_115,VEHICLES (Real or toy),produces; doesn't produce,,long
ship,item_116,VEHICLES (Real or toy),produces; doesn't produce,,ship
otharcharr,item_117,VEHICLES (Real or toy),produces; doesn't produce,,otharcharr
ambulance,item_118,VEHICLES (Real or toy),produces; doesn't produce,,ambulance
pram,item_119,VEHICLES (Real or toy),produces; doesn't produce,,pram_buggy_bugaí
rothar,item_120,VEHICLES (Real or toy),produces; doesn't produce,,rothar
bike,item_121,VEHICLES (Real or toy),produces; doesn't produce,,bike_bicycle
tarracóir,item_122,VEHICLES (Real or toy),produces; doesn't produce,,tarracóir
tractor,item_123,VEHICLES (Real or toy),produces; doesn't produce,,tractor
tochaltóir,item_124,VEHICLES (Real or toy),produces; doesn't produce,,tochaltóir_bainteoir
digger,item_125,VEHICLES (Real or toy),produces; doesn't produce,,digger
traein,item_126,VEHICLES (Real or toy),produces; doesn't produce,,traein_train
truck,item_127,VEHICLES (Real or toy),produces; doesn't produce,,truck_trucail
veain,item_128,VEHICLES (Real or toy),produces; doesn't produce,,veain_van
bábóg,item_129,TOYS,produces; doesn't produce,,bábóg
doll,item_130,TOYS,produces; doesn't produce,,doll
balún,item_131,TOYS,produces; doesn't produce,,balún_balloon
bloic,item_132,TOYS,produces; doesn't produce,,bloic_brící
blocks,item_133,TOYS,produces; doesn't produce,,blocks
boilgeoga,item_134,TOYS,produces; doesn't produce,,boilgeoga
bubbles,item_135,TOYS,produces; doesn't produce,,bubbles
bréagán,item_136,TOYS,produces; doesn't produce,,bréagán_áilleagán
toy,item_137,TOYS,produces; doesn't produce,,toy
bronntanas,item_138,TOYS,produces; doesn't produce,,bronntanas_féirín
present,item_139,TOYS,produces; doesn't produce,,present
camán,item_140,CLOTHES,produces; doesn't produce,,camán
hurley,item_141,TOYS,produces; doesn't produce,,hurley
cluiche,item_142,CLOTHES,produces; doesn't produce,,cluiche
game,item_143,TOYS,produces; doesn't produce,,game
crayon,item_144,CLOTHES,produces; doesn't produce,,crayon_crián
dathú,item_145,TOYS,produces; doesn't produce,,dathú
druma,item_146,TOYS,produces; doesn't produce,,druma
drum,item_147,TOYS,produces; doesn't produce,,drum
gliú,item_148,TOYS,produces; doesn't produce,,gliú_glue_ie
gunna,item_149,TOYS,produces; doesn't produce,,gunna
gun,item_150,TOYS,produces; doesn't produce,,gun
leabhar,item_151,TOYS,produces; doesn't produce,,leabhar
book,item_152,TOYS,produces; doesn't produce,,book
liathróid,item_153,TOYS,produces; doesn't produce,,liathróid_caid_peil
(foot)ball,item_154,TOYS,produces; doesn't produce,,(foot)ball
míreannamearaí,item_155,TOYS,produces; doesn't produce,,míreannamearaí
jigsaw,item_156,TOYS,produces; doesn't produce,,jigsaw
peann,item_157,TOYS,produces; doesn't produce,,peann
pen,item_158,TOYS,produces; doesn't produce,,pen
peannluaidhe,item_159,TOYS,produces; doesn't produce,,peannluaidhe
pencil,item_160,TOYS,produces; doesn't produce,,pencil
scéal,item_161,CLOTHES,produces; doesn't produce,,scéal
story,item_162,TOYS,produces; doesn't produce,,story
sliotarie,item_163,TOYS,produces; doesn't produce,,sliotarie
anraith,item_164,FOOD AND DRINK,produces; doesn't produce,,anraith_súp
soup,item_165,FOOD AND DRINK,produces; doesn't produce,,soup
arán,item_166,FOOD AND DRINK,produces; doesn't produce,,arán_builín
bread,item_167,FOOD AND DRINK,produces; doesn't produce,,bread
bagún,item_168,FOOD AND DRINK,produces; doesn't produce,,bagún
bacon,item_169,FOOD AND DRINK,produces; doesn't produce,,bacon
bainne,item_170,FOOD AND DRINK,produces; doesn't produce,,bainne
milk,item_171,FOOD AND DRINK,produces; doesn't produce,,milk
banana,item_172,FOOD AND DRINK,produces; doesn't produce,,banana_ie
bia,item_173,FOOD AND DRINK,produces; doesn't produce,,bia
food,item_174,FOOD AND DRINK,produces; doesn't produce,,food
bocaire,item_175,FOOD AND DRINK,produces; doesn't produce,,bocaire_muifín
muffin,item_176,FOOD AND DRINK,produces; doesn't produce,,muffin
burgar,item_177,FOOD AND DRINK,produces; doesn't produce,,burgar_burgar_ie
briosca,item_178,FOOD AND DRINK,produces; doesn't produce,,briosca
biscuit,item_179,FOOD AND DRINK,produces; doesn't produce,,biscuit
cabáiste,item_180,FOOD AND DRINK,produces; doesn't produce,,cabáiste
cabbage,item_181,FOOD AND DRINK,produces; doesn't produce,,cabbage
cáca,item_182,FOOD AND DRINK,produces; doesn't produce,,cáca_císte
cake,item_183,FOOD AND DRINK,produces; doesn't produce,,cake
coffee,item_184,FOOD AND DRINK,produces; doesn't produce,,coffee_caife
cairéid,item_185,FOOD AND DRINK,produces; doesn't produce,,cairéid_cairéidí
carrot,item_186,FOOD AND DRINK,produces; doesn't produce,,carrot_carrots
cáis,item_187,FOOD AND DRINK,produces; doesn't produce,,cáis
cheese,item_188,FOOD AND DRINK,produces; doesn't produce,,cheese
calógarbhair,item_189,FOOD AND DRINK,produces; doesn't produce,,calógarbhair
cornflakes,item_190,FOOD AND DRINK,produces; doesn't produce,,cornflakes
caorafínúna,item_191,FOOD AND DRINK,produces; doesn't produce,,caorafínúna
grapes,item_192,FOOD AND DRINK,produces; doesn't produce,,grapes
ceapaire,item_193,FOOD AND DRINK,produces; doesn't produce,,ceapaire
sandwich,item_194,FOOD AND DRINK,produces; doesn't produce,,sandwich
cnaipínísicín,item_195,FOOD AND DRINK,produces; doesn't produce,,cnaipínísicín
chickennuggets,item_196,FOOD AND DRINK,produces; doesn't produce,,chickennuggets
cnónna,item_197,FOOD AND DRINK,produces; doesn't produce,,cnónna
nuts,item_198,FOOD AND DRINK,produces; doesn't produce,,nuts
coke,item_199,FOOD AND DRINK,produces; doesn't produce,,coke_cóc
criospaí,item_200,FOOD AND DRINK,produces; doesn't produce,,criospaí_téiteo
crisps,item_201,FOOD AND DRINK,produces; doesn't produce,,crisps_Taytos
cucumber,item_202,FOOD AND DRINK,produces; doesn't produce,,cucumber_cúcamar
deoch,item_203,FOOD AND DRINK,produces; doesn't produce,,deoch
drink,item_204,FOOD AND DRINK,produces; doesn't produce,,drink
taoschnó,item_205,FOOD AND DRINK,produces; doesn't produce,,taoschnó
donut,item_206,FOOD AND DRINK,produces; doesn't produce,,donut_ie
feoil,item_207,FOOD AND DRINK,produces; doesn't produce,,feoil
meat,item_208,FOOD AND DRINK,produces; doesn't produce,,meat
glóthach,item_209,FOOD AND DRINK,produces; doesn't produce,,glóthach
jelly,item_210,FOOD AND DRINK,produces; doesn't produce,,jelly
iasc,item_211,FOOD AND DRINK,produces; doesn't produce,,iasc
fish,item_212,FOOD AND DRINK,produces; doesn't produce,,fish
im,item_213,FOOD AND DRINK,produces; doesn't produce,,im
butter,item_214,FOOD AND DRINK,produces; doesn't produce,,butter
yoghurt,item_215,FOOD AND DRINK,produces; doesn't produce,,yoghurt_iógairt
ispíní,item_216,FOOD AND DRINK,produces; doesn't produce,,ispíní_sasagaí
sausages,item_217,FOOD AND DRINK,produces; doesn't produce,,sausages
leite,item_218,FOOD AND DRINK,produces; doesn't produce,,leite_praiseach
porridge,item_219,FOOD AND DRINK,produces; doesn't produce,,porridge
liamhás,item_220,FOOD AND DRINK,produces; doesn't produce,,liamhás_más
ham,item_221,FOOD AND DRINK,produces; doesn't produce,,ham
líreacán,item_222,FOOD AND DRINK,produces; doesn't produce,,líreacán
lollipop,item_223,FOOD AND DRINK,produces; doesn't produce,,lollipop
mil,item_224,FOOD AND DRINK,produces; doesn't produce,,mil
honey,item_225,FOOD AND DRINK,produces; doesn't produce,,honey
milseáin,item_226,FOOD AND DRINK,produces; doesn't produce,,milseáin
sweets,item_227,FOOD AND DRINK,produces; doesn't produce,,sweets
oráíste,item_228,FOOD AND DRINK,produces; doesn't produce,,oráíste
orange,item_229,FOOD AND DRINK,produces; doesn't produce,,orange
pancóg,item_230,FOOD AND DRINK,produces; doesn't produce,,pancóg
pancake,item_231,FOOD AND DRINK,produces; doesn't produce,,pancake
pasta,item_232,FOOD AND DRINK,produces; doesn't produce,,pasta_ie
piorra,item_233,FOOD AND DRINK,produces; doesn't produce,,piorra
pear,item_234,FOOD AND DRINK,produces; doesn't produce,,pear
pizza,item_235,FOOD AND DRINK,produces; doesn't produce,,pizza_ie
piseanna,item_236,FOOD AND DRINK,produces; doesn't produce,,piseanna
peas,item_237,FOOD AND DRINK,produces; doesn't produce,,peas
pónairí,item_238,FOOD AND DRINK,produces; doesn't produce,,pónairí
beans,item_239,FOOD AND DRINK,produces; doesn't produce,,beans
práta,item_240,FOOD AND DRINK,produces; doesn't produce,,práta_fata
potato,item_241,FOOD AND DRINK,produces; doesn't produce,,potato
reoiteog,item_242,FOOD AND DRINK,produces; doesn't produce,,reoiteog
icepop,item_243,FOOD AND DRINK,produces; doesn't produce,,icepop
rísín,item_244,FOOD AND DRINK,produces; doesn't produce,,rísín
raisin,item_245,FOOD AND DRINK,produces; doesn't produce,,raisin
salann,item_246,FOOD AND DRINK,produces; doesn't produce,,salann
salt,item_247,FOOD AND DRINK,produces; doesn't produce,,salt
sceallóga,item_248,FOOD AND DRINK,produces; doesn't produce,,sceallóga
chips,item_249,FOOD AND DRINK,produces; doesn't produce,,chips
seacláid,item_250,FOOD AND DRINK,produces; doesn't produce,,seacláid
chocolate,item_251,FOOD AND DRINK,produces; doesn't produce,,chocolate
slisíní,item_252,FOOD AND DRINK,produces; doesn't produce,,slisíní_bagúin
rashers,item_253,FOOD AND DRINK,produces; doesn't produce,,rashers
spagettiie,item_254,FOOD AND DRINK,produces; doesn't produce,,spagettiie
sútalún,item_255,FOOD AND DRINK,produces; doesn't produce,,sútalún
strawberry,item_256,FOOD AND DRINK,produces; doesn't produce,,strawberry
sú,item_257,FOOD AND DRINK,produces; doesn't produce,,sú
juice,item_258,FOOD AND DRINK,produces; doesn't produce,,juice
subh,item_259,FOOD AND DRINK,produces; doesn't produce,,subh
jam,item_260,FOOD AND DRINK,produces; doesn't produce,,jam
tae,item_261,FOOD AND DRINK,produces; doesn't produce,,tae
tea,item_262,FOOD AND DRINK,produces; doesn't produce,,tea
tornapa,item_263,FOOD AND DRINK,produces; doesn't produce,,tornapa
turnip,item_264,FOOD AND DRINK,produces; doesn't produce,,turnip
tósta,item_265,FOOD AND DRINK,produces; doesn't produce,,tósta
toast,item_266,FOOD AND DRINK,produces; doesn't produce,,toast
tráta,item_267,FOOD AND DRINK,produces; doesn't produce,,tráta
tomato,item_268,FOOD AND DRINK,produces; doesn't produce,,tomato
uachtarreoite,item_269,FOOD AND DRINK,produces; doesn't produce,,uachtarreoite
icecream,item_270,FOOD AND DRINK,produces; doesn't produce,,icecream
ubh,item_271,FOOD AND DRINK,produces; doesn't produce,,ubh_gogaí
egg,item_272,FOOD AND DRINK,produces; doesn't produce,,egg
uisce,item_273,FOOD AND DRINK,produces; doesn't produce,,uisce
water,item_274,FOOD AND DRINK,produces; doesn't produce,,water
úll,item_275,FOOD AND DRINK,produces; doesn't produce,,úll
apple,item_276,FOOD AND DRINK,produces; doesn't produce,,apple
bibe,item_277,CLOTHES,produces; doesn't produce,,bibe_beannóg
bib,item_278,CLOTHES,produces; doesn't produce,,bib
bríste,item_279,CLOTHES,produces; doesn't produce,,bríste_treabhsar
trousers,item_280,TOYS,produces; doesn't produce,,trousers
brístegearra,item_281,CLOTHES,produces; doesn't produce,,brístegearra
shorts,item_282,CLOTHES,produces; doesn't produce,,shorts
bróga,item_283,CLOTHES,produces; doesn't produce,,bróga
shoes,item_284,CLOTHES,produces; doesn't produce,,shoes
brógareatha,item_285,CLOTHES,produces; doesn't produce,,brógareatha
runners,item_286,CLOTHES,produces; doesn't produce,,runners
buataisí,item_287,CLOTHES,produces; doesn't produce,,buataisí
boots,item_288,CLOTHES,produces; doesn't produce,,boots_wellies
caipín,item_289,CLOTHES,produces; doesn't produce,,caipín
cap,item_290,CLOTHES,produces; doesn't produce,,cap
cardigan,item_291,CLOTHES,produces; doesn't produce,,cardigan_cairdeagan_ie
clúidín,item_292,CLOTHES,produces; doesn't produce,,clúidín
nappy,item_293,CLOTHES,produces; doesn't produce,,nappy
cnaipe,item_294,CLOTHES,produces; doesn't produce,,cnaipe
button,item_295,CLOTHES,produces; doesn't produce,,button
cóta,item_296,CLOTHES,produces; doesn't produce,,cóta
coat,item_297,CLOTHES,produces; doesn't produce,,coat
crios,item_298,CLOTHES,produces; doesn't produce,,crios
belt,item_299,CLOTHES,produces; doesn't produce,,belt
culaithleapa,item_300,CLOTHES,produces; doesn't produce,,culaithleapa
pijamas,item_301,CLOTHES,produces; doesn't produce,,pijamas
culaithsnámha,item_302,CLOTHES,produces; doesn't produce,,culaithsnámha
swimmingtogs,item_303,CLOTHES,produces; doesn't produce,,swimmingtogs
éadaí,item_304,CLOTHES,produces; doesn't produce,,éadaí
clothes,item_305,CLOTHES,produces; doesn't produce,,clothes
fáinne,item_306,CLOTHES,produces; doesn't produce,,fáinne
ring,item_307,CLOTHES,produces; doesn't produce,,ring
fobhríste,item_308,CLOTHES,produces; doesn't produce,,fobhríste_brístín
underpants,item_309,CLOTHES,produces; doesn't produce,,underpants
geansaí,item_310,CLOTHES,produces; doesn't produce,,geansaí
jumper,item_311,CLOTHES,produces; doesn't produce,,jumper
gúna,item_312,CLOTHES,produces; doesn't produce,,gúna
dress,item_313,CLOTHES,produces; doesn't produce,,dress
hata,item_314,CLOTHES,produces; doesn't produce,,hata
hat,item_315,CLOTHES,produces; doesn't produce,,hat
lámhainní,item_316,CLOTHES,produces; doesn't produce,,lámhainní_miteogaí
gloves,item_317,CLOTHES,produces; doesn't produce,,gloves_mittens
léine,item_318,CLOTHES,produces; doesn't produce,,léine
shirt,item_319,CLOTHES,produces; doesn't produce,,shirt
riteoga,item_320,CLOTHES,produces; doesn't produce,,riteoga
tights,item_321,CLOTHES,produces; doesn't produce,,tights
scairf,item_322,CLOTHES,produces; doesn't produce,,scairf_scarf_ie
sciorta,item_323,CLOTHES,produces; doesn't produce,,sciorta
skirt,item_324,CLOTHES,produces; doesn't produce,,skirt
seaicéad,item_325,CLOTHES,produces; doesn't produce,,seaicéad_casóg
jacket,item_326,CLOTHES,produces; doesn't produce,,jacket
zip,item_327,CLOTHES,produces; doesn't produce,,zip_sip_ie
slipéir,item_328,CLOTHES,produces; doesn't produce,,slipéir
slipper,item_329,CLOTHES,produces; doesn't produce,,slipper
spéaclaí,item_330,CLOTHES,produces; doesn't produce,,spéaclaí
glasses,item_331,CLOTHES,produces; doesn't produce,,glasses
stocaí,item_332,CLOTHES,produces; doesn't produce,,stocaí
socks,item_333,CLOTHES,produces; doesn't produce,,socks
tléine,item_334,CLOTHES,produces; doesn't produce,,tléine
tshirt,item_335,CLOTHES,produces; doesn't produce,,tshirt
veist,item_336,VEHICLES (Real or toy),produces; doesn't produce,,veist_cfoléine
vest,item_337,VEHICLES (Real or toy),produces; doesn't produce,,vest
aghaidh,item_338,ANIMALS (Real or toy),produces; doesn't produce,,aghaidh
face,item_339,BODY PARTS,produces; doesn't produce,,face
barraicíní,item_340,BODY PARTS,produces; doesn't produce,,barraicíní
toes,item_341,TOYS,produces; doesn't produce,,toes
béal,item_342,BODY PARTS,produces; doesn't produce,,béal
mouth,item_343,BODY PARTS,produces; doesn't produce,,mouth
beola,item_344,BODY PARTS,produces; doesn't produce,,beola
lips,item_345,BODY PARTS,produces; doesn't produce,,lips
bolg,item_346,BODY PARTS,produces; doesn't produce,,bolg
tummy,item_347,TOYS,produces; doesn't produce,,tummy_stomach
ceann,item_348,CLOTHES,produces; doesn't produce,,ceann_bpcloigeann
head,item_349,BODY PARTS,produces; doesn't produce,,head
cluasa,item_350,CLOTHES,produces; doesn't produce,,cluasa
ears,item_351,BODY PARTS,produces; doesn't produce,,ears
cos,item_352,CLOTHES,produces; doesn't produce,,cos
foot,item_353,BODY PARTS,produces; doesn't produce,,foot
droim,item_354,BODY PARTS,produces; doesn't produce,,droim
back,item_355,BODY PARTS,produces; doesn't produce,,back
fiacla,item_356,BODY PARTS,produces; doesn't produce,,fiacla
teeth,item_357,TOYS,produces; doesn't produce,,teeth
glúin,item_358,BODY PARTS,produces; doesn't produce,,glúin
knee,item_359,BODY PARTS,produces; doesn't produce,,knee
gruaig,item_360,BODY PARTS,produces; doesn't produce,,gruaig
hair,item_361,BODY PARTS,produces; doesn't produce,,hair
gualainn,item_362,BODY PARTS,produces; doesn't produce,,gualainn
shoulder(s),item_363,BODY PARTS,produces; doesn't produce,,shoulder(s)
lámh,item_364,BODY PARTS,produces; doesn't produce,,lámh
hand,item_365,BODY PARTS,produces; doesn't produce,,hand
leiceann,item_366,BODY PARTS,produces; doesn't produce,,leiceann
cheek,item_367,CLOTHES,produces; doesn't produce,,cheek
lúidín,item_368,BODY PARTS,produces; doesn't produce,,lúidín
mala,item_369,BODY PARTS,produces; doesn't produce,,mala
eyebrow,item_370,BODY PARTS,produces; doesn't produce,,eyebrow
méar,item_371,BODY PARTS,produces; doesn't produce,,méar
finger,item_372,BODY PARTS,produces; doesn't produce,,finger
muineál,item_373,BODY PARTS,produces; doesn't produce,,muineál
neck,item_374,BODY PARTS,produces; doesn't produce,,neck
ordóg,item_375,OUTSIDE THINGS,produces; doesn't produce,,ordóg
thumb,item_376,TOYS,produces; doesn't produce,,thumb
pilibín,item_377,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,pilibín
willy,item_378,BODY PARTS,produces; doesn't produce,,willy
smig,item_379,BODY PARTS,produces; doesn't produce,,smig
chin,item_380,CLOTHES,produces; doesn't produce,,chin
srón,item_381,BODY PARTS,produces; doesn't produce,,srón_caincín
nose,item_382,BODY PARTS,produces; doesn't produce,,nose
scornach,item_383,BODY PARTS,produces; doesn't produce,,scornach
throat,item_384,TOYS,produces; doesn't produce,,throat
súil,item_385,BODY PARTS,produces; doesn't produce,,súil
eye,item_386,BODY PARTS,produces; doesn't produce,,eye
teanga,item_387,TOYS,produces; doesn't produce,,teanga
tongue,item_388,TOYS,produces; doesn't produce,,tongue
tóin,item_389,TOYS,produces; doesn't produce,,tóin_bundún
bottom,item_390,BODY PARTS,produces; doesn't produce,,bottom
uilinn,item_391,BODY PARTS,produces; doesn't produce,,uilinn
elbow,item_392,BODY PARTS,produces; doesn't produce,,elbow
airgead,item_393,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,airgead
money,item_394,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,money
babhla,item_395,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,babhla_mias
bowl,item_396,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bowl
bascaed,item_397,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bascaed_ciseán
basket,item_398,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,basket
blaincéad,item_399,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,blaincéad_pluid
blanket,item_400,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,blanket
bord,item_401,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bord
table,item_402,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,table
bosca,item_403,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bosca
box,item_404,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,box
boscabruscair,item_405,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,boscabruscair
dustbin,item_406,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,dustbin
bruscar,item_407,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bruscar
rubbish,item_408,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,rubbish
buicéad,item_409,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,buicéad
